key_0,tweet_id,tweet_text,author_username,author_name,products_detected,overall_sentiment,intent,aspect_product,aspect,aspect_sentiment,posted_at_utc,posted_at_lagos,posted_date,posted_hour_utc,posted_hour_lagos,posted_dow,posted_week,created_at
,tweet-1939753204461576373,"@AkpanEnoh__ @piggyvest Not to my bank account but to my PocketApp and they had to manually do the transfer. Now I have an issue with transferring from PocketApp 😢 This is money that is needed desperately, I have been explaining and explaining all day to the owner. I’m honestly tired of all these",UndieUtas,@PandoraGilbert_💡💡💡💡💡,"['PiggyVest', 'Pocket']",very_negative,complaint,PiggyVest,payments_transfers,slightly_negative,2025-06-30T18:29:37Z,2025-06-30T19:29:37+01:00,2025-06-30,18,19,Monday,2025-W27,2025-06-30T18:29:37Z
,tweet-1939753204461576373,"@AkpanEnoh__ @piggyvest Not to my bank account but to my PocketApp and they had to manually do the transfer. Now I have an issue with transferring from PocketApp 😢 This is money that is needed desperately, I have been explaining and explaining all day to the owner. I’m honestly tired of all these",UndieUtas,@PandoraGilbert_💡💡💡💡💡,"['PiggyVest', 'Pocket']",very_negative,complaint,Pocket,transfers,very_negative,2025-06-30T18:29:37Z,2025-06-30T19:29:37+01:00,2025-06-30,18,19,Monday,2025-W27,2025-06-30T18:29:37Z
,tweet-1939753026287259837,Chimo!!! You can only withdraw from Piggyvest 4 times a month?,Ashiwelll,Caesar Ashiwel,['PiggyVest'],slightly_negative,inquiry,PiggyVest,withdrawals,slightly_negative,2025-06-30T18:28:54Z,2025-06-30T19:28:54+01:00,2025-06-30,18,19,Monday,2025-W27,2025-06-30T18:28:54Z
,tweet-1939753026287259837,Chimo!!! You can only withdraw from Piggyvest 4 times a month?,Ashiwelll,Caesar Ashiwel,['PiggyVest'],slightly_negative,inquiry,PiggyVest,inquiry,neutral,2025-06-30T18:28:54Z,2025-06-30T19:28:54+01:00,2025-06-30,18,19,Monday,2025-W27,2025-06-30T18:28:54Z
,tweet-1938709736460787806,@AyodejiMakelemi @piggyvest I’m also trying to withdraw my money through pocket app but it’s giving me an error message.,RichmondChinelo,Richmond Chinelo,"['PiggyVest', 'Pocket']",slightly_negative,complaint,PiggyVest,withdrawals,slightly_negative,2025-06-27T21:23:15Z,2025-06-27T22:23:15+01:00,2025-06-27,21,22,Friday,2025-W26,2025-06-27T21:23:15Z
,tweet-1938709736460787806,@AyodejiMakelemi @piggyvest I’m also trying to withdraw my money through pocket app but it’s giving me an error message.,RichmondChinelo,Richmond Chinelo,"['PiggyVest', 'Pocket']",slightly_negative,complaint,Pocket,transfers,slightly_negative,2025-06-27T21:23:15Z,2025-06-27T22:23:15+01:00,2025-06-27,21,22,Friday,2025-W26,2025-06-27T21:23:15Z
,tweet-1938708250037248468,@Mussprince_seal Somto from @piggyvest,Simonafam27,Simon,['PiggyVest'],neutral,opinion,,,,2025-06-27T21:17:20Z,2025-06-27T22:17:20+01:00,2025-06-27,21,22,Friday,2025-W26,2025-06-27T21:17:20Z
,tweet-1938699550790705407,So guys how does Piggyvest work??,Larrytesan,Larry,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-27T20:42:46Z,2025-06-27T21:42:46+01:00,2025-06-27,20,21,Friday,2025-W26,2025-06-27T20:42:46Z
,tweet-1938699120652197973,Bella from Geepay Ore from piggyvest Idee from grey Timi from Cowrywise,Slut4Lilith__,Slut4Lilith_,['PiggyVest'],neutral,opinion,,,,2025-06-27T20:41:04Z,2025-06-27T21:41:04+01:00,2025-06-27,20,21,Friday,2025-W26,2025-06-27T20:41:04Z
,tweet-1938698444538851568,@piggyvest Lost over 15million by this time last year playing sportybet but since January instead of playing bet I’m locking my money up on piggy I know how much I have saved so far 🙏🙏,samtex88,samtex🇹🇷,['PiggyVest'],very_positive,opinion,PiggyVest,savings_plans,very_positive,2025-06-27T20:38:23Z,2025-06-27T21:38:23+01:00,2025-06-27,20,21,Friday,2025-W26,2025-06-27T20:38:23Z
,tweet-1938692657645265187,@cowrywise I'm leaving cowrywise if @piggyvest comments back on this! Cowrywise admin never for once reply me or comment,Enzoleejr,Enzo.zz,['PiggyVest'],slightly_positive,opinion,PiggyVest,customer_support,very_positive,2025-06-27T20:15:23Z,2025-06-27T21:15:23+01:00,2025-06-27,20,21,Friday,2025-W26,2025-06-27T20:15:23Z
,tweet-1938688848659104087,@piggyvest Hello @piggyvest please credit my flex account since yesterday. You are not even responding to my DMs,AliceStone21676,Alice Stones,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-27T20:00:15Z,2025-06-27T21:00:15+01:00,2025-06-27,20,21,Friday,2025-W26,2025-06-27T20:00:15Z
,tweet-1938688848659104087,@piggyvest Hello @piggyvest please credit my flex account since yesterday. You are not even responding to my DMs,AliceStone21676,Alice Stones,['PiggyVest'],very_negative,complaint,PiggyVest,customer_support,very_negative,2025-06-27T20:00:15Z,2025-06-27T21:00:15+01:00,2025-06-27,20,21,Friday,2025-W26,2025-06-27T20:00:15Z
,tweet-1938687598853267829,@piggyvest Open house Lagos when?,ahnieeforshort_,_ᴀɴɪᴇᴛɪᴇ✰,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-27T19:55:17Z,2025-06-27T20:55:17+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:55:17Z
,tweet-1938683012839092586,@Mussprince_seal Ife from piggyvest Deniyi from cardify Lilly from Duolingo Ope from cowrywise Tomi from Trove All these people no dey use me play at all,Oyaladeyetunde,Motun Ray 🥰♥️,['PiggyVest'],very_positive,opinion,PiggyVest,brand_perception,very_positive,2025-06-27T19:37:03Z,2025-06-27T20:37:03+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:37:03Z
,tweet-1938682640996929825,I love jailing my money in my @piggyvest. Gives me joy so much fr,MediumTallGuy,Daraa??,['PiggyVest'],very_positive,opinion,PiggyVest,savings_plans,very_positive,2025-06-27T19:35:35Z,2025-06-27T20:35:35+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:35:35Z
,tweet-1938680394565710144,@piggyvest What's your customer service contact?,peajay6fiona,Felix Princess Martha,['PiggyVest'],neutral,inquiry,PiggyVest,customer_support,neutral,2025-06-27T19:26:39Z,2025-06-27T20:26:39+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:26:39Z
,tweet-1938680394565710144,@piggyvest What's your customer service contact?,peajay6fiona,Felix Princess Martha,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-06-27T19:26:39Z,2025-06-27T20:26:39+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:26:39Z
,tweet-1938676802295341222,This piggyvest no wan even know if na your last money dey the account 😔,OmorinsolaLopez,Omorinsola💕👑💐,['PiggyVest'],slightly_negative,opinion,PiggyVest,savings_plans,slightly_negative,2025-06-27T19:12:23Z,2025-06-27T20:12:23+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:12:23Z
,tweet-1938676422886781420,"@ABUJAPLUG Download Piggy vest App… Try 50-30-20 budget rule. For the next 90 days. Let go of the ladies, stop drinking or gambling. Watch your life improve!",Manlike_FL,𝙵𝚁𝙴𝙳𝚁𝙸𝙲𝙺 | AI AUTOMATION,['PiggyVest'],very_positive,opinion,PiggyVest,savings_plans,very_positive,2025-06-27T19:10:52Z,2025-06-27T20:10:52+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:10:52Z
,tweet-1938676422886781420,"@ABUJAPLUG Download Piggy vest App… Try 50-30-20 budget rule. For the next 90 days. Let go of the ladies, stop drinking or gambling. Watch your life improve!",Manlike_FL,𝙵𝚁𝙴𝙳𝚁𝙸𝙲𝙺 | AI AUTOMATION,['PiggyVest'],very_positive,opinion,PiggyVest,brand_perception,very_positive,2025-06-27T19:10:52Z,2025-06-27T20:10:52+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:10:52Z
,tweet-1938676255731364160,"By the way, it appears that great businesses tend to rise from the ashes. The current lineup of Paystack, Flutterwave, Moniepoint, PiggyVest, and Cowrywise all rose after the 2016 economic recession.",Rufyb,Rufybaba,['PiggyVest'],slightly_positive,opinion,PiggyVest,brand_perception,slightly_positive,2025-06-27T19:10:12Z,2025-06-27T20:10:12+01:00,2025-06-27,19,20,Friday,2025-W26,2025-06-27T19:10:12Z
,tweet-1938673155431608795,"Piggyvest and UBA have a way of making life difficult for me, instead of making it easy. Is it until I die of hunger before you both will cooperate 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️ I am tired 😪",Ayomiepat_,Road to Rich Aunty,['PiggyVest'],very_negative,complaint,PiggyVest,payments_transfers,very_negative,2025-06-27T18:57:53Z,2025-06-27T19:57:53+01:00,2025-06-27,18,19,Friday,2025-W26,2025-06-27T18:57:53Z
,tweet-1931310103765877082,@Westdeyfryou Yeahhh but VFD is higher than PiggyVest,BibiAkudo,𝐀𝐬𝐚𝐧𝐰𝐚🤍,['PiggyVest'],slightly_negative,opinion,PiggyVest,investments,slightly_negative,2025-06-07T11:19:45Z,2025-06-07T12:19:45+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:19:45Z
,tweet-1931310093452075305,@piggyvest @piggyvest I withdrew money out of my PiggyVest to my access bank and I haven’t been credited. Kindly help look into it,Adefunkeh_,Adekiigbe Adefunke,['PiggyVest'],slightly_negative,complaint,PiggyVest,withdrawals,slightly_negative,2025-06-07T11:19:42Z,2025-06-07T12:19:42+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:19:42Z
,tweet-1931310093452075305,@piggyvest @piggyvest I withdrew money out of my PiggyVest to my access bank and I haven’t been credited. Kindly help look into it,Adefunkeh_,Adekiigbe Adefunke,['PiggyVest'],slightly_negative,complaint,PiggyVest,customer_support,neutral,2025-06-07T11:19:42Z,2025-06-07T12:19:42+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:19:42Z
,tweet-1931309003063116111,"Opened my PiggyVest last nyt and saw my balance was ₦0. I didn’t even flinch-I just went on with what I was doing cos I knew it was just a glitch and would be fix. That, my friend, is called trust. I can’t say I’d react the same way if it were my regular bank accounts.",EmperorOfSpeed,The Maxwell James,['PiggyVest'],very_positive,opinion,PiggyVest,app_performance,neutral,2025-06-07T11:15:22Z,2025-06-07T12:15:22+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:15:22Z
,tweet-1931309003063116111,"Opened my PiggyVest last nyt and saw my balance was ₦0. I didn’t even flinch-I just went on with what I was doing cos I knew it was just a glitch and would be fix. That, my friend, is called trust. I can’t say I’d react the same way if it were my regular bank accounts.",EmperorOfSpeed,The Maxwell James,['PiggyVest'],very_positive,opinion,PiggyVest,trust_security,very_positive,2025-06-07T11:15:22Z,2025-06-07T12:15:22+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:15:22Z
,tweet-1931308272113377685,The handler of this @piggyvest acct need to be awarded 😂😂😂,onlydavv,ÐAV,['PiggyVest'],very_positive,opinion,PiggyVest,customer_support,very_positive,2025-06-07T11:12:28Z,2025-06-07T12:12:28+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:12:28Z
,tweet-1931308108850053227,"In an actually efficient money market, rates should converge such that there’s no arbitrage between what PiggyVest and FairMoney are offering since they’re both licensed and regulated (their credit ratings are not public) But count on the naivety of Nigerian retail investors 🤌🏾",Oladayo_Adenubi,Muad’Dib Bin Atreides,['PiggyVest'],neutral,opinion,PiggyVest,investments,neutral,2025-06-07T11:11:49Z,2025-06-07T12:11:49+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:11:49Z
,tweet-1931308108850053227,"In an actually efficient money market, rates should converge such that there’s no arbitrage between what PiggyVest and FairMoney are offering since they’re both licensed and regulated (their credit ratings are not public) But count on the naivety of Nigerian retail investors 🤌🏾",Oladayo_Adenubi,Muad’Dib Bin Atreides,['PiggyVest'],neutral,opinion,PiggyVest,trust_security,neutral,2025-06-07T11:11:49Z,2025-06-07T12:11:49+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:11:49Z
,tweet-1931307726207898080,@Ebukaderealking @SIMPLEOMOTOLA @_tobyblush Treasury bills and/or commercial papers for PiggyVest..,pherbacist,Pherbacist,['PiggyVest'],neutral,suggestion,PiggyVest,investments,neutral,2025-06-07T11:10:18Z,2025-06-07T12:10:18+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:10:18Z
,tweet-1931307726207898080,@Ebukaderealking @SIMPLEOMOTOLA @_tobyblush Treasury bills and/or commercial papers for PiggyVest..,pherbacist,Pherbacist,['PiggyVest'],neutral,suggestion,PiggyVest,suggestion,neutral,2025-06-07T11:10:18Z,2025-06-07T12:10:18+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:10:18Z
,tweet-1931306309598458280,I use piggy vest a lot but I’m not locking 2m for 365 days because of 400k! Never,kwamemmnel,EMMNEL 👾,['PiggyVest'],very_negative,opinion,PiggyVest,savings_plans,very_negative,2025-06-07T11:04:40Z,2025-06-07T12:04:40+01:00,2025-06-07,11,12,Saturday,2025-W23,2025-06-07T11:04:40Z
,tweet-1931304689808576712,@kena_ewuru Something wey she go don lock for piggyvest for 25 years. Na the upfront interest she go dey spend for now. Women sabi manage their own money dieeee.,Porsche6ix,El Capitano,['PiggyVest'],very_positive,opinion,PiggyVest,savings_plans,very_positive,2025-06-07T10:58:14Z,2025-06-07T11:58:14+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:58:14Z
,tweet-1931303331953017223,"@ese_osa__ That's it, the issue they had on customer's balance not showing made me understand that some people feel Piggyvest is another ponzi scheme that is lucky they are still in the market. Please note that Piggyvest is a Fintech company licensed by CBN and SEC",EmekaJos1,Victor Jose,['PiggyVest'],slightly_negative,opinion,PiggyVest,app_performance,very_negative,2025-06-07T10:52:50Z,2025-06-07T11:52:50+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:52:50Z
,tweet-1931303331953017223,"@ese_osa__ That's it, the issue they had on customer's balance not showing made me understand that some people feel Piggyvest is another ponzi scheme that is lucky they are still in the market. Please note that Piggyvest is a Fintech company licensed by CBN and SEC",EmekaJos1,Victor Jose,['PiggyVest'],slightly_negative,opinion,PiggyVest,brand_perception,very_negative,2025-06-07T10:52:50Z,2025-06-07T11:52:50+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:52:50Z
,tweet-1931303331953017223,"@ese_osa__ That's it, the issue they had on customer's balance not showing made me understand that some people feel Piggyvest is another ponzi scheme that is lucky they are still in the market. Please note that Piggyvest is a Fintech company licensed by CBN and SEC",EmekaJos1,Victor Jose,['PiggyVest'],slightly_negative,opinion,PiggyVest,trust_security,slightly_negative,2025-06-07T10:52:50Z,2025-06-07T11:52:50+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:52:50Z
,tweet-1931303108182679898,@iamrildwanbello Ah. This is grossly unfair and disrespectful to Piggyvest.,yewiedewie,Yewande O,['PiggyVest'],very_negative,complaint,PiggyVest,brand_perception,very_negative,2025-06-07T10:51:57Z,2025-06-07T11:51:57+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:51:57Z
,tweet-1931302488973406388,piggyvest influencers 🤝 nigerian traditional banks. see them in the quotes talking about trust... Whereas no one have come out to say Fairmoney have not been trustworthy.,michaelba_nabas,MB: embee,['PiggyVest'],slightly_negative,opinion,PiggyVest,trust_security,slightly_negative,2025-06-07T10:49:29Z,2025-06-07T11:49:29+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:49:29Z
,tweet-1931299936072581396,@piggyvest Your app isn't working,wisdomfra345678,Frank Wisdom Chinenye,['PiggyVest'],slightly_negative,complaint,PiggyVest,app_performance,slightly_negative,2025-06-07T10:39:21Z,2025-06-07T11:39:21+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:39:21Z
,tweet-1931299142598271071,@Zoeinc_ Whatnmakes y'all think that piggyvest will return capital and fairmoney won't? Chill abeg. They are all the same thing,sonofarinze,new folder.,['PiggyVest'],slightly_negative,opinion,PiggyVest,trust_security,slightly_negative,2025-06-07T10:36:12Z,2025-06-07T11:36:12+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:36:12Z
,tweet-1931297328440168652,Shior. PiggyVest is making a killing paying y’all ridiculously low returns. Better wise up.,Oladayo_Adenubi,Muad’Dib Bin Atreides,['PiggyVest'],very_negative,opinion,PiggyVest,investments,very_negative,2025-06-07T10:28:59Z,2025-06-07T11:28:59+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:28:59Z
,tweet-1931296202496078111,@elitethedev @Alpha_Femalee @ese_osa__ I'm confused. Piggyvest has different types of savings options including what y9u just mentioned. Preference is understandable but saying their safe lock is this is funny,hucheychukws,J-HOPE AND BWS💚ミ🐿📮,['PiggyVest'],slightly_positive,opinion,PiggyVest,savings_plans,slightly_positive,2025-06-07T10:24:31Z,2025-06-07T11:24:31+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:24:31Z
,tweet-1931295753407746243,@oyinbby_ @Zoeinc_ Yeah… perception and building a network effect in a niche. Fair money started off with micro loans with high interest rates(semblance of loan sharks) before investments and savings. The loan shark perception here… While PIGGYVEST started off as savings and investment app.,franknnabugo,Frank Samuel(Nnabugo),['PiggyVest'],slightly_positive,opinion,PiggyVest,brand_perception,slightly_positive,2025-06-07T10:22:44Z,2025-06-07T11:22:44+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:22:44Z
,tweet-1931295753407746243,@oyinbby_ @Zoeinc_ Yeah… perception and building a network effect in a niche. Fair money started off with micro loans with high interest rates(semblance of loan sharks) before investments and savings. The loan shark perception here… While PIGGYVEST started off as savings and investment app.,franknnabugo,Frank Samuel(Nnabugo),['PiggyVest'],slightly_positive,opinion,PiggyVest,savings_plans,slightly_positive,2025-06-07T10:22:44Z,2025-06-07T11:22:44+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:22:44Z
,tweet-1931295753407746243,@oyinbby_ @Zoeinc_ Yeah… perception and building a network effect in a niche. Fair money started off with micro loans with high interest rates(semblance of loan sharks) before investments and savings. The loan shark perception here… While PIGGYVEST started off as savings and investment app.,franknnabugo,Frank Samuel(Nnabugo),['PiggyVest'],slightly_positive,opinion,PiggyVest,investments,slightly_positive,2025-06-07T10:22:44Z,2025-06-07T11:22:44+01:00,2025-06-07,10,11,Saturday,2025-W23,2025-06-07T10:22:44Z
,tweet-1921143369306132664,@PiggyBankNG Hi piggy vest why is my interest not been added to my flex naira account for 2 days now I mailed u guys yet no response,AkpotuOmal47080,Akpotu Omale,['PiggyVest'],very_negative,complaint,PiggyVest,savings_plans,very_negative,2025-05-10T10:00:47Z,2025-05-10T11:00:47+01:00,2025-05-10,10,11,Saturday,2025-W19,2025-05-10T10:00:47Z
,tweet-1921143369306132664,@PiggyBankNG Hi piggy vest why is my interest not been added to my flex naira account for 2 days now I mailed u guys yet no response,AkpotuOmal47080,Akpotu Omale,['PiggyVest'],very_negative,complaint,PiggyVest,customer_support,very_negative,2025-05-10T10:00:47Z,2025-05-10T11:00:47+01:00,2025-05-10,10,11,Saturday,2025-W19,2025-05-10T10:00:47Z
,tweet-1921143369306132664,@PiggyBankNG Hi piggy vest why is my interest not been added to my flex naira account for 2 days now I mailed u guys yet no response,AkpotuOmal47080,Akpotu Omale,['PiggyVest'],very_negative,complaint,PiggyVest,inquiry,very_negative,2025-05-10T10:00:47Z,2025-05-10T11:00:47+01:00,2025-05-10,10,11,Saturday,2025-W19,2025-05-10T10:00:47Z
,tweet-1921142965478596770,"@debayoorr Piggy vest please why is my flex naira interest not been added to my balance for 2 days, I have mail u guys no response",AkpotuOmal47080,Akpotu Omale,['PiggyVest'],very_negative,complaint,PiggyVest,investments,very_negative,2025-05-10T09:59:10Z,2025-05-10T10:59:10+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:59:10Z
,tweet-1921142965478596770,"@debayoorr Piggy vest please why is my flex naira interest not been added to my balance for 2 days, I have mail u guys no response",AkpotuOmal47080,Akpotu Omale,['PiggyVest'],very_negative,complaint,PiggyVest,customer_support,very_negative,2025-05-10T09:59:10Z,2025-05-10T10:59:10+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:59:10Z
,tweet-1921142965478596770,"@debayoorr Piggy vest please why is my flex naira interest not been added to my balance for 2 days, I have mail u guys no response",AkpotuOmal47080,Akpotu Omale,['PiggyVest'],very_negative,complaint,PiggyVest,inquiry,very_negative,2025-05-10T09:59:10Z,2025-05-10T10:59:10+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:59:10Z
,tweet-1921140456462614975,It’s always one thing or the other with pocket app these days.,Fikayofmars,FIKKKŚ☢️🦍,['Pocket'],slightly_negative,complaint,Pocket,app_performance,slightly_negative,2025-05-10T09:49:12Z,2025-05-10T10:49:12+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:49:12Z
,tweet-1921139784858194155,@john322226 Heavy on piggyvest,southside_tv1,southside ent,['PiggyVest'],very_positive,opinion,PiggyVest,brand_perception,very_positive,2025-05-10T09:46:32Z,2025-05-10T10:46:32+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:46:32Z
,tweet-1921139219432456553,"@getpocketapp please I transferred 10,050 from my opay account to my pocket app, and it's been 24hrs I haven't seen the money in my account , Biko I need my money",Wizdroidd,Wizdom,['Pocket'],very_negative,complaint,Pocket,wallet_funding,very_negative,2025-05-10T09:44:17Z,2025-05-10T10:44:17+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:44:17Z
,tweet-1921136531940548660,You guys are making me regret banking with you!!?@getpocketapp Fr!🤦💔I don de regret why I send the money go pocket app🤦,vizzy1901,smith henry,['Pocket'],very_negative,complaint,Pocket,wallet_funding,very_negative,2025-05-10T09:33:36Z,2025-05-10T10:33:36+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:33:36Z
,tweet-1921134294556151854,@iamvinicius_snr Give my babe 9m Put 1m inside piggy vest.,drbean_1,John the Baptist,['PiggyVest'],neutral,opinion,PiggyVest,savings_plans,neutral,2025-05-10T09:24:43Z,2025-05-10T10:24:43+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:24:43Z
,tweet-1921128940162175254,@iamnotdwun Your PiggyVest suppose get like 20m now,vinicius_snrr,Snr 🧸,['PiggyVest'],slightly_positive,opinion,PiggyVest,investments,slightly_positive,2025-05-10T09:03:26Z,2025-05-10T10:03:26+01:00,2025-05-10,9,10,Saturday,2025-W19,2025-05-10T09:03:26Z
,tweet-1921127191191957953,"Omo, piggyvest needs to fix their password error that keeps happening abeg. Is it everytime I have to send a DM before i can access my acct? @PiggyBankNG fix up abeg",laramidae,Ayomide ❤,['PiggyVest'],very_negative,complaint,PiggyVest,app_performance,very_negative,2025-05-10T08:56:29Z,2025-05-10T09:56:29+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:56:29Z
,tweet-1921127191191957953,"Omo, piggyvest needs to fix their password error that keeps happening abeg. Is it everytime I have to send a DM before i can access my acct? @PiggyBankNG fix up abeg",laramidae,Ayomide ❤,['PiggyVest'],very_negative,complaint,PiggyVest,customer_support,very_negative,2025-05-10T08:56:29Z,2025-05-10T09:56:29+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:56:29Z
,tweet-1921127191191957953,"Omo, piggyvest needs to fix their password error that keeps happening abeg. Is it everytime I have to send a DM before i can access my acct? @PiggyBankNG fix up abeg",laramidae,Ayomide ❤,['PiggyVest'],very_negative,complaint,PiggyVest,inquiry,slightly_negative,2025-05-10T08:56:29Z,2025-05-10T09:56:29+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:56:29Z
,tweet-1921126734008561871,"@C_NyaKundiH Ukona adi pocket app,you are a smart guy.",JanetMutuku254,Janet Mutuku,['Pocket'],very_positive,opinion,Pocket,brand_perception,very_positive,2025-05-10T08:54:40Z,2025-05-10T09:54:40+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:54:40Z
,tweet-1921124903463379230,"@tobennna @getpocketapp @jophtolex This is my third time in this week, making this complaint about not receiving transfers made to my pocket app, it is becoming really annoying!!! @getpocketapp",follypopss,Folly🌸,['Pocket'],very_negative,complaint,Pocket,transfers,very_negative,2025-05-10T08:47:24Z,2025-05-10T09:47:24+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:47:24Z
,tweet-1921124664903885279,Put 9m in my piggyvest flex wallet,theonlytianaa,𝑬𝒈𝒐 𝑶𝒚𝒊𝒃𝒐❤️,['PiggyVest'],neutral,opinion,PiggyVest,savings_plans,neutral,2025-05-10T08:46:27Z,2025-05-10T09:46:27+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:46:27Z
,tweet-1921122431344721966,@arthurwagu_ @PiggyBankNG I like the fact that piggyvest is innovative and thinking about the future of saving.,DanielE66859968,DharrniEL,['PiggyVest'],very_positive,opinion,PiggyVest,brand_perception,very_positive,2025-05-10T08:37:35Z,2025-05-10T09:37:35+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:37:35Z
,tweet-1921118718358110331,@h_abibah Asides from locking funds. I'm interested in investing in piggyvest but I have no experience,Amelisabell,Amelia Isabella,['PiggyVest'],neutral,inquiry,PiggyVest,investments,neutral,2025-05-10T08:22:49Z,2025-05-10T09:22:49+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:22:49Z
,tweet-1921118718358110331,@h_abibah Asides from locking funds. I'm interested in investing in piggyvest but I have no experience,Amelisabell,Amelia Isabella,['PiggyVest'],neutral,inquiry,PiggyVest,inquiry,neutral,2025-05-10T08:22:49Z,2025-05-10T09:22:49+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:22:49Z
,tweet-1921118008778301464,@iamvinicius_snr Put 9.5 in my piggy vest😔,mylifeasjola,Her💖💛💙,['PiggyVest'],slightly_negative,opinion,PiggyVest,savings_plans,slightly_negative,2025-05-10T08:20:00Z,2025-05-10T09:20:00+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:20:00Z
,tweet-1921117777202413906,send it to my piggyvest and continue being a broke babe🙂‍↔️,iamdwunn,omoge nintendhoe🎀,['PiggyVest'],neutral,opinion,PiggyVest,savings_plans,neutral,2025-05-10T08:19:05Z,2025-05-10T09:19:05+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:19:05Z
,tweet-1921117418119659612,@debayoorr I just got to know about piggyvest . I hope to have a great experience saving my money,Amelisabell,Amelia Isabella,['PiggyVest'],slightly_positive,opinion,PiggyVest,savings_plans,very_positive,2025-05-10T08:17:39Z,2025-05-10T09:17:39+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:17:39Z
,tweet-1921115813626470598,"@getpocketapp You guys should not anger me ooo, your call contact that you put in the app is crap and you people are not doing anything about it. I need my money that was deposited into my pocket app",0Hamez0,Amycript,['Pocket'],very_negative,complaint,Pocket,customer_support,very_negative,2025-05-10T08:11:17Z,2025-05-10T09:11:17+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:11:17Z
,tweet-1921115813626470598,"@getpocketapp You guys should not anger me ooo, your call contact that you put in the app is crap and you people are not doing anything about it. I need my money that was deposited into my pocket app",0Hamez0,Amycript,['Pocket'],very_negative,complaint,Pocket,wallet_funding,very_negative,2025-05-10T08:11:17Z,2025-05-10T09:11:17+01:00,2025-05-10,8,9,Saturday,2025-W19,2025-05-10T08:11:17Z
